OutputName,OutputType,OutputTier,basic_resource_list,basic_resource_quantity_list,max_daily_production,resource_list_length
Emp Burst CAP T5,SHIP_WEAPONS,5,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton', 'Silver Ore', 'Aluminum Ore', 'Titanium Ore', 'Palladium', 'Tungsten Ore', 'Abyssal Chromite', 'Boron Ore', 'Tenon Gas', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Black Opal', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Manganese Ore', 'Vanadium Ore', 'Amber Resin', 'Quartz Crystals', 'Neodymium', 'Silicon Crystal']","[25215040.0, 25215040.0, 83209632.0, 87307076.0, 59885720.0, 143765104.0, 6934136.0, 29864048.0, 19226468.0, 18753686.0, 31715770.0, 31715770.0, 7879700.0, 63825480.0, 114255560.0, 167837520.0, 28366890.0, 92192400.0, 34355482.0, 40974400.0, 41368380.0, 9455640.0, 9455640.0, 9455640.0, 10637595.0, 113467680.0, 37822560.0, 37822560.0, 37822560.0, 8273685.0, 8273685.0, 121662568.0, 56733840.0, 4727820.0, 2994286.0, 2994286.0, 2994286.0]",0.0048157499607732,37.0
Emp Cannon CAP T5,SHIP_WEAPONS,5,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton', 'Silver Ore', 'Aluminum Ore', 'Titanium Ore', 'Palladium', 'Tungsten Ore', 'Abyssal Chromite', 'Boron Ore', 'Tenon Gas', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Black Opal', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Manganese Ore', 'Vanadium Ore', 'Amber Resin', 'Quartz Crystals', 'Neodymium', 'Silicon Crystal']","[25215040.0, 25215040.0, 83209632.0, 87307076.0, 59885720.0, 143765104.0, 6934136.0, 29864048.0, 19226468.0, 18753686.0, 31715770.0, 31715770.0, 7879700.0, 63825480.0, 114255560.0, 167837520.0, 28366890.0, 92192400.0, 34355482.0, 40974400.0, 41368380.0, 9455640.0, 9455640.0, 9455640.0, 10637595.0, 113467680.0, 37822560.0, 37822560.0, 37822560.0, 8273685.0, 8273685.0, 121662568.0, 56733840.0, 4727820.0, 2994286.0, 2994286.0, 2994286.0]",0.0048157499607732,37.0
Emp Rapidfire CAP T5,SHIP_WEAPONS,5,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton', 'Silver Ore', 'Aluminum Ore', 'Titanium Ore', 'Palladium', 'Tungsten Ore', 'Abyssal Chromite', 'Boron Ore', 'Tenon Gas', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Black Opal', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Manganese Ore', 'Vanadium Ore', 'Amber Resin', 'Quartz Crystals', 'Neodymium', 'Silicon Crystal']","[25215040.0, 25215040.0, 83209632.0, 87307076.0, 59885720.0, 143765104.0, 6934136.0, 29864048.0, 19226468.0, 18753686.0, 31715770.0, 31715770.0, 7879700.0, 63825480.0, 114255560.0, 167837520.0, 28366890.0, 92192400.0, 34355482.0, 40974400.0, 41368380.0, 9455640.0, 9455640.0, 9455640.0, 10637595.0, 113467680.0, 37822560.0, 37822560.0, 37822560.0, 8273685.0, 8273685.0, 121662568.0, 56733840.0, 4727820.0, 2994286.0, 2994286.0, 2994286.0]",0.0048157499607732,37.0
Emp Scatterfire CAP T5,SHIP_WEAPONS,5,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton', 'Silver Ore', 'Aluminum Ore', 'Titanium Ore', 'Palladium', 'Tungsten Ore', 'Abyssal Chromite', 'Boron Ore', 'Tenon Gas', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Black Opal', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Manganese Ore', 'Vanadium Ore', 'Amber Resin', 'Quartz Crystals', 'Neodymium', 'Silicon Crystal']","[25215040.0, 25215040.0, 83209632.0, 87307076.0, 59885720.0, 143765104.0, 6934136.0, 29864048.0, 19226468.0, 18753686.0, 31715770.0, 31715770.0, 7879700.0, 63825480.0, 114255560.0, 167837520.0, 28366890.0, 92192400.0, 34355482.0, 40974400.0, 41368380.0, 9455640.0, 9455640.0, 9455640.0, 10637595.0, 113467680.0, 37822560.0, 37822560.0, 37822560.0, 8273685.0, 8273685.0, 121662568.0, 56733840.0, 4727820.0, 2994286.0, 2994286.0, 2994286.0]",0.0048157499607732,37.0
Emp Beam CAP T5,SHIP_WEAPONS,5,"['Tantalum Ore', 'Tritium Ore', 'Copper Ore', 'Carbon', 'Lithium Ore', 'Iron Ore', 'Hydrogen', 'Nitrogen', 'Silica', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Krypton', 'Silver Ore', 'Aluminum Ore', 'Titanium Ore', 'Palladium', 'Tungsten Ore', 'Abyssal Chromite', 'Boron Ore', 'Tenon Gas', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Black Opal', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Manganese Ore', 'Vanadium Ore', 'Amber Resin', 'Quartz Crystals', 'Neodymium', 'Silicon Crystal']","[25215040.0, 25215040.0, 83209632.0, 87307076.0, 59885720.0, 143765104.0, 6934136.0, 29864048.0, 19226468.0, 18753686.0, 31715770.0, 31715770.0, 7879700.0, 63825480.0, 114255560.0, 167837520.0, 28366890.0, 92192400.0, 34355482.0, 40974400.0, 41368380.0, 9455640.0, 9455640.0, 9455640.0, 10637595.0, 113467680.0, 37822560.0, 37822560.0, 37822560.0, 8273685.0, 8273685.0, 121662568.0, 56733840.0, 4727820.0, 2994286.0, 2994286.0, 2994286.0]",0.0048157499607732,37.0
Shockwave Burst CMD T3,SHIP_WEAPONS,3,"['Diamond', 'Hydrogen', 'Copper Ore', 'Iron Ore', 'Cinnabar Crystals', 'Vanadium Ore', 'Tungsten Ore', 'Carbon', 'Abyssal Chromite', 'Manganese Ore', 'Quartz Crystals', 'Neodymium', 'Silicon Crystal', 'Lumanite', 'Titanium Ore', 'Osmium Ore', 'Rhenium Ore', 'Silver Ore', 'Aluminum Ore', 'Palladium', 'Boron Ore', 'Nitrogen', 'Tenon Gas', 'Viscovite Crystals', 'Neural Coral Compounds', 'Black Opal', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Lithium Ore', 'Amber Resin', 'Silica', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Glowstone Crystals', 'Jasphorus Crystals', 'Beryllium Crystals', 'Biolumite', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Topaz Crystals']","[55345722.0, 40583901.0, 48297954.0, 144123938.0, 81641622.0, 244924866.0, 271576026.0, 15280040.0, 54842310.0, 207524280.0, 12911040.0, 12911040.0, 12911040.0, 12911040.0, 218540040.0, 11993040.0, 11993040.0, 47972160.0, 85876160.0, 26651220.0, 30796960.0, 10364360.0, 31093080.0, 18655875.0, 14214000.0, 31093125.0, 170568000.0, 92864800.0, 56856000.0, 56856000.0, 12437250.0, 12437250.0, 7107000.0, 3553500.0, 2369000.0, 12437250.0, 15102375.0, 22209375.0, 22209375.0, 4441875.0, 7995375.0, 7995375.0, 7995375.0, 14628575.0, 72017600.0, 9002200.0, 7876925.0]",0.0048037598996813,47.0
Shockwave Cannon CMD T3,SHIP_WEAPONS,3,"['Diamond', 'Hydrogen', 'Copper Ore', 'Iron Ore', 'Cinnabar Crystals', 'Vanadium Ore', 'Tungsten Ore', 'Carbon', 'Abyssal Chromite', 'Manganese Ore', 'Quartz Crystals', 'Neodymium', 'Silicon Crystal', 'Lumanite', 'Titanium Ore', 'Osmium Ore', 'Rhenium Ore', 'Silver Ore', 'Aluminum Ore', 'Palladium', 'Boron Ore', 'Nitrogen', 'Tenon Gas', 'Viscovite Crystals', 'Neural Coral Compounds', 'Black Opal', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Lithium Ore', 'Amber Resin', 'Silica', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Glowstone Crystals', 'Jasphorus Crystals', 'Beryllium Crystals', 'Biolumite', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Topaz Crystals']","[55345722.0, 40583901.0, 48297954.0, 144123938.0, 81641622.0, 244924866.0, 271576026.0, 15280040.0, 54842310.0, 207524280.0, 12911040.0, 12911040.0, 12911040.0, 12911040.0, 218540040.0, 11993040.0, 11993040.0, 47972160.0, 85876160.0, 26651220.0, 30796960.0, 10364360.0, 31093080.0, 18655875.0, 14214000.0, 31093125.0, 170568000.0, 92864800.0, 56856000.0, 56856000.0, 12437250.0, 12437250.0, 7107000.0, 3553500.0, 2369000.0, 12437250.0, 15102375.0, 22209375.0, 22209375.0, 4441875.0, 7995375.0, 7995375.0, 7995375.0, 14628575.0, 72017600.0, 9002200.0, 7876925.0]",0.0048037598996813,47.0
Energy Burst CLASS8 T3,SHIP_WEAPONS,3,"['Carbon', 'Hydrogen', 'Lumanite', 'Copper Ore', 'Diamond', 'Neodymium', 'Iron Ore', 'Tantalum Ore', 'Silicon Crystal', 'Osmium Ore', 'Rhenium Ore', 'Silver Ore', 'Aluminum Ore', 'Titanium Ore', 'Palladium', 'Tungsten Ore', 'Abyssal Chromite', 'Boron Ore', 'Nitrogen', 'Tenon Gas', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Black Opal', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Manganese Ore', 'Vanadium Ore', 'Lithium Ore', 'Amber Resin', 'Silica', 'Quartz Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Glowstone Crystals', 'Jasphorus Crystals', 'Beryllium Crystals', 'Biolumite', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Topaz Crystals', 'Zinc Ore', 'Tin Ore']","[88366310.0, 30193500.0, 34017990.0, 102657780.0, 20531580.0, 23953470.0, 144979020.0, 20128960.0, 13888990.0, 29438640.0, 29438640.0, 117754560.0, 203101520.0, 313408440.0, 72464370.0, 177537690.0, 53140550.0, 78905640.0, 23651560.0, 70954680.0, 59380550.0, 44283800.0, 44283800.0, 101148225.0, 531405600.0, 299519520.0, 177135200.0, 177135200.0, 38748325.0, 38748325.0, 176330040.0, 119566260.0, 16002555.0, 6038700.0, 4025800.0, 3824510.0, 42270900.0, 51328950.0, 75483750.0, 75483750.0, 15096750.0, 27174150.0, 27174150.0, 27174150.0, 49718630.0, 244768640.0, 30596080.0, 26771570.0, 15298040.0, 10064500.0]",0.0047754274649432,50.0
Drone Port CAP T4,SHIP_COMPONENTS,4,"['Copper Ore', 'Tantalum Ore', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Raw Chisenic', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Black Opal', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Aluminum Ore', 'Titanium Ore', 'Tenon Gas', 'Zinc Ore', 'Tin Ore', 'Vanadium Ore', 'Tungsten Ore', 'Boron Ore', 'Lithium Ore', 'Nitrogen', 'Carbon', 'Amber Resin', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore']","[47589240.0, 11897400.0, 12056032.0, 12056032.0, 982879552.0, 5393464.0, 12531832.0, 8090196.0, 325987296.0, 323607840.0, 970823520.0, 16656360.0, 20225580.0, 20225580.0, 11897280.0, 146534832.0, 60874416.0, 259360704.0, 128490624.0, 335503296.0, 45209664.0, 25380864.0, 20621952.0, 114213888.0, 57106944.0, 25380864.0, 15466464.0, 7138368.0, 7138368.0, 10707552.0, 38071296.0, 9517824.0, 38071296.0, 38071296.0, 38071296.0, 38071296.0]",0.004724725067065,36.0
Bay CAP T4,SHIP_COMPONENTS,4,"['Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Copper Ore', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Aluminum Ore', 'Titanium Ore', 'Tenon Gas', 'Zinc Ore', 'Tin Ore', 'Vanadium Ore', 'Tungsten Ore', 'Boron Ore', 'Lithium Ore', 'Nitrogen', 'Carbon', 'Amber Resin', 'Gold Ore', 'Silver Ore', 'Ochre Ore', 'Zirconium Ore']","[47589600.0, 15863200.0, 9517920.0, 88833536.0, 50762240.0, 88833536.0, 15863200.0, 22208480.0, 26967440.0, 39658000.0, 39658000.0, 5552096.0, 12690464.0, 8328144.0, 335505216.0, 333125760.0, 999377280.0, 999377280.0, 35691840.0, 11897280.0, 146534832.0, 60874416.0, 259360704.0, 128490624.0, 335503296.0, 45209664.0, 25380864.0, 20621952.0, 114213888.0, 57106944.0, 25380864.0, 15466464.0, 7138368.0, 7138368.0, 10707552.0, 38071296.0, 9517824.0, 38071296.0, 38071296.0]",0.004724725067065,39.0
Subwarp Engine CAP T4,SHIP_COMPONENTS,4,"['Copper Ore', 'Silicon Crystal', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Hydrogen', 'Carbon', 'Lumanite', 'Neodymium', 'Silica', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Cobalt Ore', 'Iridium Ore', 'Topaz Crystals', 'Black Opal', 'Palladium', 'Platinum Ore', 'Abyssal Energy Crystals', 'Gold Ore', 'Silver Ore']","[370404960.0, 126905280.0, 103903680.0, 23001600.0, 92006400.0, 390234240.0, 92006400.0, 111835440.0, 42037440.0, 138009600.0, 61866480.0, 47589600.0, 19035840.0, 53141720.0, 205428440.0, 80109040.0, 40451040.0, 19035840.0, 261425536.0, 223353856.0, 223353856.0, 223353856.0, 261425536.0, 88675288.0, 15466620.0, 7138440.0, 86295808.0, 11897400.0, 48224128.0, 12056032.0]",0.004672836953564,30.0
Power Core CMD T2,SHIP_COMPONENTS,2,"['Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Titanium Ore', 'Hydrogen', 'Tenon Gas', 'Carbon', 'Lumanite', 'Tantalum Ore', 'Gold Ore', 'Opal Fragments', 'Lunar Echo Crystals', 'Phase Shift Crystals', 'Silver Ore', 'Garnet Crystals', 'Peridot Crystals', 'Copper Ore', 'Nitrogen', 'Silica', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Cobalt Ore', 'Iridium Ore', 'Topaz Crystals', 'Cinnabar Crystals', 'Vanadium Ore', 'Tungsten Ore', 'Living Metal Symbionts', 'Strontium Crystals', 'Quantum Particle', 'Resonium Ore', 'Beryllium Crystals', 'Biolumite', 'Abyssal Chromite', 'Silicon Crystal', 'Bathysphere Pearls', 'Quartz Crystals', 'Raw Chisenic', 'Scandium Ore', 'Lithium Ore', 'Radiant Dust', 'Manganese Ore']","[17791410.0, 13685700.0, 5474280.0, 32845680.0, 19616170.0, 12317130.0, 64778980.0, 9123800.0, 148170512.0, 93427712.0, 29196160.0, 29196160.0, 23356928.0, 27371400.0, 37635675.0, 37635675.0, 24269308.0, 10948560.0, 10948560.0, 96347328.0, 128463104.0, 96347328.0, 96347328.0, 96347328.0, 33119394.0, 11495988.0, 45162810.0, 45162810.0, 17061506.0, 17061506.0, 5930470.0, 22809500.0, 5930470.0, 5930470.0, 1779141.0, 142331280.0, 4653138.0, 1551046.0, 4653138.0, 6204184.0, 6204184.0, 3102092.0, 6204184.0]",0.0046725680069767,43.0
Heat Beam CAP T2,SHIP_WEAPONS,2,"['Thermal Regulator Stone', 'Tungsten Ore', 'Radiant Dust', 'Carbon', 'Hydrogen', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Copper Ore', 'Thermal Bloom Sediment', 'Silicon Crystal', 'Quartz Crystals', 'Silica', 'Diamond', 'Iron Ore', 'Lumanite', 'Osmium Ore', 'Rhenium Ore', 'Silver Ore', 'Titanium Ore', 'Palladium', 'Abyssal Chromite', 'Boron Ore', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Black Opal', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Manganese Ore', 'Vanadium Ore', 'Lithium Ore', 'Amber Resin', 'Neodymium']","[134702680.0, 445812696.0, 268410020.0, 11247342.0, 4943522.0, 32016680.0, 14681220.0, 4893740.0, 18712392.0, 11944080.0, 4611742.0, 3616402.0, 3649580.0, 5972040.0, 19649648.0, 3616402.0, 3359250.0, 3359250.0, 13437000.0, 35334480.0, 5972010.0, 7232794.0, 8626240.0, 1990680.0, 1990680.0, 1990680.0, 2239515.0, 23888160.0, 7962720.0, 7962720.0, 7962720.0, 1741845.0, 1741845.0, 25613416.0, 11944080.0, 1990680.0, 995340.0, 630382.0]",0.0046631158510551,38.0
Tractor Beam CLASS8 T2,SHIP_COMPONENTS,2,"['Lumanite', 'Carbon', 'Hydrogen', 'Copper Ore', 'Quantum Particle', 'Iron Ore', 'Nitrogen', 'Silica', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Aluminum Ore', 'Vanadium Ore', 'Tungsten Ore', 'Boron Ore', 'Lithium Ore', 'Tenon Gas', 'Amber Resin', 'Silicon Crystal', 'Zinc Ore', 'Tin Ore', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic']","[23171700.0, 85349144.0, 18537360.0, 95004104.0, 38619500.0, 114120862.0, 40705002.0, 49587510.0, 74728926.0, 297370920.0, 530633304.0, 256434144.0, 347576400.0, 173788200.0, 77239200.0, 28385406.0, 56770812.0, 28385406.0, 539902008.0, 36302424.0, 13903056.0, 142120128.0, 35530032.0, 142120128.0, 142120128.0, 142120128.0, 142120128.0, 8882508.0, 13323762.0, 532950480.0, 1598851440.0, 1598851440.0]",0.0046554772029507,32.0
Rescue Rig CLASS8 T2,SHIP_COMPONENTS,2,"['Carbon', 'Amber Resin', 'Nitrogen', 'Silica', 'Hydrogen', 'Oxygen', 'Platinum Ore', 'Titanium Ore', 'Lumanite', 'Silicon Crystal', 'Argon', 'Boron Ore', 'Copper Ore', 'Quartz Crystals', 'Tantalum Ore', 'Gold Ore', 'Silver Ore', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Aluminum Ore', 'Vanadium Ore', 'Tungsten Ore', 'Lithium Ore', 'Tenon Gas', 'Zinc Ore', 'Tin Ore', 'Ochre Ore', 'Zirconium Ore', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic']","[79787936.0, 38889910.0, 26801982.0, 43562868.0, 19464228.0, 15447800.0, 315135488.0, 576976704.0, 27033650.0, 545154260.0, 10504504.0, 98248208.0, 96239928.0, 16760886.0, 15447800.0, 253344288.0, 50977832.0, 13903020.0, 240986048.0, 9268680.0, 49432960.0, 10813460.0, 10813460.0, 92493942.0, 74728926.0, 297370920.0, 256434144.0, 347576400.0, 173788200.0, 28385406.0, 56770812.0, 36302424.0, 13903056.0, 142120128.0, 142120128.0, 13323762.0, 532950480.0, 1598851440.0, 1598851440.0]",0.0046554772029507,39.0
Repair Rig L T5,SHIP_COMPONENTS,5,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Quantum Particle', 'Nitrogen', 'Silica', 'Tantalum Ore', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Bathysphere Pearls', 'Raw Chisenic', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Aluminum Ore', 'Vanadium Ore', 'Tungsten Ore', 'Boron Ore', 'Lithium Ore', 'Tenon Gas', 'Amber Resin', 'Ochre Ore', 'Zirconium Ore', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds']","[372865760.0, 177282800.0, 174995280.0, 1801422000.0, 85782000.0, 5718800.0, 7891944.0, 26763984.0, 307442688.0, 51697952.0, 307442688.0, 28308060.0, 236072064.0, 18872040.0, 100650880.0, 22017380.0, 22017380.0, 6061928.0, 9721960.0, 400887880.0, 26878360.0, 15440760.0, 70913120.0, 75488160.0, 36600320.0, 41175360.0, 20587680.0, 9150080.0, 6862560.0, 6862560.0, 3431280.0, 34770304.0, 34770304.0, 3259716.0, 130388640.0, 130388640.0, 391165920.0]",0.0046419976585444,37.0
Heat Sink CMD T3,SHIP_COMPONENTS,3,"['Thermal Bloom Sediment', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Copper Ore', 'Silicon Crystal', 'Thermal Regulator Stone', 'Radiant Dust', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Vanadium Ore', 'Tungsten Ore', 'Boron Ore', 'Lithium Ore', 'Carbon', 'Amber Resin', 'Silica', 'Zinc Ore', 'Tin Ore', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic']","[146581660.0, 298494016.0, 111935136.0, 37311712.0, 121707312.0, 351796896.0, 13325640.0, 33314040.0, 86838754.0, 64629354.0, 265624424.0, 434415864.0, 271843056.0, 135921528.0, 60409568.0, 25318716.0, 15102392.0, 22653588.0, 20432648.0, 26651280.0, 10660512.0, 85284096.0, 21321024.0, 85284096.0, 85284096.0, 85284096.0, 85284096.0, 5330256.0, 7995384.0, 319815360.0, 959446080.0, 959446080.0]",0.004637960778686,32.0
Shield Generator CMD T4,SHIP_COMPONENTS,4,"['Nitrogen', 'Silica', 'Carbon', 'Hydrogen', 'Lumanite', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Copper Ore', 'Cobalt Ore', 'Iridium Ore', 'Topaz Crystals', 'Opal Fragments', 'Plasma Containment Minerals', 'Phase Shift Crystals', 'Quantum Computational Substrate', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Lunar Echo Crystals', 'Black Opal', 'Palladium', 'Dysprosium', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Living Metal Symbionts', 'Quantum Particle', 'Emerald Crystals', 'Neon', 'Garnet Crystals']","[58767537.0, 64333055.0, 120098230.0, 14646130.0, 29292260.0, 599904256.0, 459301696.0, 459301696.0, 17575320.0, 281205120.0, 351506400.0, 40276775.0, 66639755.0, 51261350.0, 51261350.0, 102522700.0, 412434176.0, 44524144.0, 248397856.0, 37347555.0, 57119790.0, 13181490.0, 15378405.0, 15378405.0, 5565518.0, 8348277.0, 333931080.0, 333931080.0, 1001793240.0, 1001793240.0, 128153375.0, 128153375.0, 41009080.0, 41009080.0, 56387485.0]",0.0046160599041504,35.0
Power Core TTN T1,SHIP_COMPONENTS,1,"['Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Titanium Ore', 'Hydrogen', 'Tenon Gas', 'Carbon', 'Lumanite', 'Tantalum Ore', 'Gold Ore', 'Opal Fragments', 'Lunar Echo Crystals', 'Phase Shift Crystals', 'Silver Ore', 'Garnet Crystals', 'Peridot Crystals', 'Copper Ore', 'Nitrogen', 'Silica', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Cobalt Ore', 'Iridium Ore', 'Topaz Crystals', 'Cinnabar Crystals', 'Vanadium Ore', 'Tungsten Ore', 'Living Metal Symbionts', 'Strontium Crystals', 'Quantum Particle', 'Resonium Ore', 'Beryllium Crystals', 'Biolumite', 'Abyssal Chromite', 'Silicon Crystal', 'Bathysphere Pearls', 'Quartz Crystals', 'Raw Chisenic', 'Scandium Ore', 'Lithium Ore', 'Radiant Dust', 'Manganese Ore']","[23029240.0, 17714800.0, 7085920.0, 42515520.0, 42958390.0, 15943320.0, 165190510.0, 22143500.0, 150221504.0, 192737024.0, 60230320.0, 60230320.0, 48184256.0, 55270176.0, 75996492.0, 75996492.0, 63418984.0, 26572200.0, 26572200.0, 331621056.0, 462001984.0, 331621056.0, 374136576.0, 374136576.0, 128609448.0, 36669636.0, 120372066.0, 120372066.0, 69264868.0, 69264868.0, 25332164.0, 97431400.0, 25332164.0, 25332164.0, 1727193.0, 138175440.0, 4517274.0, 1505758.0, 4517274.0, 6023032.0, 6023032.0, 3011516.0, 6023032.0]",0.0046087728821338,43.0
